vote_id,boletin,fecha,minority_share_binary,binary_participation_share,spread_1d,midpoint_1d,gmp,apre,cluster_id,resultado,descripcion,url_original,project_title,project_initiative,project_origin_chamber,project_stage,topic_primary_internal,topic_secondary_internal,topic_confidence_internal,topic_validation_status,n_affirmative,n_against,n_abstention,n_no_vote,n_excused,n_binary,minority_share_binary_observed,alignment_binary_summary,alignment_yes_share_gap,alignment_groups_binary_n3plus,party_binary_summary,party_yes_share_gap,party_groups_binary_n2plus,caucus_binary_summary,caucus_yes_share_gap,caucus_groups_binary_n2plus,abs_spread_1d,spread_1d_display,midpoint_1d_display,d1_display_multiplier,rank_abs_spread_1d,rank_bill_diverse_d1
89693,16300-07,2026-08-11,0.185714,0.903226,1.55307579040527,0.630485594272614,0.955721139907837,1,bill:16300-07,Aprobado,Boletín N°16300-07,,"Modifica el Código Penal para extender la legítima defensa privilegiada al funcionario militar o policial que actúe en defensa de su persona o derechos, o de los de un tercero, encontrándose en calidad de franco",,,,Seguridad,Constitución y justicia,0.94,internal_not_external_validated,114,26,2,13,0,140,0.185714,no_alineado: 18S/0N (100.0% S) | oficialismo: 67S/0N (100.0% S) | oposicion: 29S/26N (52.7% S),0.472727,3,Evolución Política: 2S/0N (100.0% S) | Frente Amplio: 0S/10N (0.0% S) | Independientes: 18S/4N (81.8% S) | Partido Comunista: 0S/8N (0.0% S) | Partido Cristiano de Chile: 2S/0N (100.0% S) | Partido Demócrata Cristiano: 7S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 7S/0N (100.0% S) | Partido Por la Democracia: 3S/0N (100.0% S) | Partido Republicano: 28S/0N (100.0% S) | Partido Socialista: 6S/3N (66.7% S) | Partido de la Gente: 11S/0N (100.0% S) | Renovación Nacional: 11S/0N (100.0% S) | Unión Demócrata Independiente: 13S/0N (100.0% S),1.0,14,"Comité Comunista e Independientes: 0S/12N (0.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 10S/0N (100.0% S) | Comité Partido Nacional Libertarios: 7S/0N (100.0% S) | Comité Partido Republicano: 31S/0N (100.0% S) | Comité Partido de la Gente: 10S/0N (100.0% S) | Frente Amplio: 0S/11N (0.0% S) | Partido Por la Democracia e Independientes: 8S/0N (100.0% S) | Por definir: 3S/0N (100.0% S) | Renovación Nacional, Evopoli e Independientes: 16S/0N (100.0% S) | Socialista, Liberal, Radical e Independientes: 11S/3N (78.6% S) | Unión Demócrata Independiente: 17S/0N (100.0% S)",1.0,11,1.55307579040527,-1.55307579040527,-0.630485594272614,-1.0,41,25
89523,18431-31,2026-07-22,0.496241,0.858065,-1.55185532569885,-0.647142827510834,0.952972650527954,0.96969696969697,bill:18431-31,Unánime,Boletín N°18431-31,,"Modifica la ley N° 21.805, que reconoce el derecho al cuidado y crea el Sistema Nacional de Apoyos y Cuidados, y otros cuerpos normativos que indica",,Cámara de Diputados,,,,,internal_not_external_validated,66,67,2,20,0,133,0.496241,no_alineado: 12S/6N (66.7% S) | oficialismo: 1S/61N (1.6% S) | oposicion: 53S/0N (100.0% S),0.983871,3,Evolución Política: 0S/2N (0.0% S) | Frente Amplio: 13S/0N (100.0% S) | Independientes: 13S/7N (65.0% S) | Partido Comunista: 5S/0N (100.0% S) | Partido Cristiano de Chile: 0S/2N (0.0% S) | Partido Demócrata Cristiano: 7S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 0S/6N (0.0% S) | Partido Por la Democracia: 3S/0N (100.0% S) | Partido Republicano: 0S/27N (0.0% S) | Partido Socialista: 9S/0N (100.0% S) | Partido de la Gente: 12S/0N (100.0% S) | Renovación Nacional: 1S/10N (9.1% S) | Unión Demócrata Independiente: 0S/12N (0.0% S),1.0,14,"Comité Comunista e Independientes: 7S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 10S/0N (100.0% S) | Comité Partido Nacional Libertarios: 0S/6N (0.0% S) | Comité Partido Republicano: 0S/30N (0.0% S) | Comité Partido de la Gente: 11S/0N (100.0% S) | Frente Amplio: 15S/0N (100.0% S) | Partido Por la Democracia e Independientes: 8S/0N (100.0% S) | Por definir: 0S/3N (0.0% S) | Renovación Nacional, Evopoli e Independientes: 1S/14N (6.7% S) | Socialista, Liberal, Radical e Independientes: 13S/0N (100.0% S) | Unión Demócrata Independiente: 0S/14N (0.0% S)",1.0,11,1.55185532569885,1.55185532569885,0.647142827510834,-1.0,42,26
88489,18137-05,2026-03-24,0.026786,0.722581,1.55114877223969,0.551148772239685,0.987747013568878,1,bill:18137-05,Aprobado,Boletín N°18137-05,,"Adopta medidas transitorias para contener el precio del kerosene doméstico en el contexto de la emergencia energética internacional, y otras medidas que indica",,Cámara de Diputados,,,,,internal_not_external_validated,109,3,37,6,0,112,0.026786,no_alineado: 20S/0N (100.0% S) | oficialismo: 66S/0N (100.0% S) | oposicion: 23S/3N (88.5% S),0.115385,3,Evolución Política: 2S/0N (100.0% S) | Frente Amplio: 0S/2N (0.0% S) | Independientes: 19S/1N (95.0% S) | Partido Demócrata Cristiano: 6S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 7S/0N (100.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 28S/0N (100.0% S) | Partido Social Cristiano: 3S/0N (100.0% S) | Partido de la Gente: 13S/0N (100.0% S) | Renovación Nacional: 10S/0N (100.0% S) | Unión Demócrata Independiente: 12S/0N (100.0% S),1.0,12,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 9S/0N (100.0% S) | Comité Partido Nacional Libertarios: 7S/0N (100.0% S) | Comité Partido Republicano: 31S/0N (100.0% S) | Comité Partido de la Gente: 13S/0N (100.0% S) | Frente Amplio: 0S/3N (0.0% S) | Partido Por la Democracia e Independientes: 10S/0N (100.0% S) | Por definir: 3S/0N (100.0% S) | Renovación Nacional, Evopoli e Independientes: 15S/0N (100.0% S) | Socialista, Liberal, Radical e Independientes: 4S/0N (100.0% S) | Unión Demócrata Independiente: 17S/0N (100.0% S)",1.0,10,1.55114877223969,-1.55114877223969,-0.551148772239685,-1.0,43,27
89315,14767-03,2026-07-07,0.03,0.645161,1.54328310489655,0.543283104896545,0.987738370895386,1,bill:14767-03,Aprobado,Boletín N°14767-03,,"Modifica la ley N°17.336, sobre Propiedad Intelectual, con el objeto de regular las medidas tecnológicas de protección",,,,"Economía, comercio y consumidores",,0.97,internal_not_external_validated,97,3,45,10,0,100,0.03,no_alineado: 20S/0N (100.0% S) | oficialismo: 65S/0N (100.0% S) | oposicion: 12S/3N (80.0% S),0.2,3,Evolución Política: 2S/0N (100.0% S) | Independientes: 17S/1N (94.4% S) | Partido Cristiano de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 8S/0N (100.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 27S/0N (100.0% S) | Partido de la Gente: 12S/0N (100.0% S) | Renovación Nacional: 11S/0N (100.0% S) | Unión Demócrata Independiente: 12S/0N (100.0% S),0.055556,9,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 2S/0N (100.0% S) | Comité Partido Nacional Libertarios: 8S/0N (100.0% S) | Comité Partido Republicano: 30S/0N (100.0% S) | Comité Partido de la Gente: 11S/0N (100.0% S) | Partido Por la Democracia e Independientes: 10S/0N (100.0% S) | Por definir: 2S/0N (100.0% S) | Renovación Nacional, Evopoli e Independientes: 16S/0N (100.0% S) | Unión Demócrata Independiente: 17S/0N (100.0% S)",0.0,8,1.54328310489655,-1.54328310489655,-0.543283104896545,-1.0,44,28
89349,18384-08,2026-07-08,0.496183,0.845161,-1.54043388366699,-0.622126877307892,0.970309257507324,0.984615384615385,bill:18384-08,Unánime,Boletín N°18384-08,,Ley de protección tarifaria eléctrica,,Cámara de Diputados,,,,,internal_not_external_validated,66,65,1,23,0,131,0.496183,no_alineado: 11S/6N (64.7% S) | oficialismo: 0S/59N (0.0% S) | oposicion: 55S/0N (100.0% S),1.0,3,Evolución Política: 0S/2N (0.0% S) | Frente Amplio: 13S/0N (100.0% S) | Independientes: 13S/8N (61.9% S) | Partido Comunista: 8S/0N (100.0% S) | Partido Cristiano de Chile: 0S/2N (0.0% S) | Partido Demócrata Cristiano: 6S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 0S/6N (0.0% S) | Partido Por la Democracia: 2S/0N (100.0% S) | Partido Republicano: 0S/23N (0.0% S) | Partido Socialista: 9S/0N (100.0% S) | Partido de la Gente: 11S/0N (100.0% S) | Renovación Nacional: 0S/11N (0.0% S) | Unión Demócrata Independiente: 0S/12N (0.0% S),1.0,14,"Comité Comunista e Independientes: 11S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 8S/0N (100.0% S) | Comité Partido Nacional Libertarios: 0S/6N (0.0% S) | Comité Partido Republicano: 0S/25N (0.0% S) | Comité Partido de la Gente: 11S/0N (100.0% S) | Frente Amplio: 15S/0N (100.0% S) | Partido Por la Democracia e Independientes: 7S/0N (100.0% S) | Por definir: 0S/2N (0.0% S) | Renovación Nacional, Evopoli e Independientes: 0S/15N (0.0% S) | Socialista, Liberal, Radical e Independientes: 14S/0N (100.0% S) | Unión Demócrata Independiente: 0S/17N (0.0% S)",1.0,11,1.54043388366699,1.54043388366699,0.622126877307892,-1.0,45,29
89668,18216-05,2026-08-10,0.440299,0.864516,1.5368185043335,-0.536818563938141,0.980699837207794,0.983050847457627,bill:18216-05,Aprobado,Boletín N°18216-05,,Para la reconstrucción nacional y el desarrollo económico y social,,Cámara de Diputados,,,,,internal_not_external_validated,75,59,12,9,0,134,0.440299,no_alineado: 8S/0N (100.0% S) | oficialismo: 67S/0N (100.0% S) | oposicion: 0S/59N (0.0% S),1.0,3,Evolución Política: 2S/0N (100.0% S) | Frente Amplio: 0S/12N (0.0% S) | Independientes: 9S/13N (40.9% S) | Partido Comunista: 0S/8N (0.0% S) | Partido Cristiano de Chile: 2S/0N (100.0% S) | Partido Demócrata Cristiano: 0S/7N (0.0% S) | Partido Liberal de Chile: 0S/2N (0.0% S) | Partido Nacional Libertario: 7S/0N (100.0% S) | Partido Por la Democracia: 0S/4N (0.0% S) | Partido Republicano: 28S/0N (100.0% S) | Partido Socialista: 0S/10N (0.0% S) | Renovación Nacional: 11S/0N (100.0% S) | Unión Demócrata Independiente: 13S/0N (100.0% S),1.0,13,"Comité Comunista e Independientes: 0S/12N (0.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 0S/9N (0.0% S) | Comité Partido Nacional Libertarios: 7S/0N (100.0% S) | Comité Partido Republicano: 31S/0N (100.0% S) | Frente Amplio: 0S/14N (0.0% S) | Partido Por la Democracia e Independientes: 0S/9N (0.0% S) | Por definir: 3S/0N (100.0% S) | Renovación Nacional, Evopoli e Independientes: 16S/0N (100.0% S) | Socialista, Liberal, Radical e Independientes: 0S/15N (0.0% S) | Unión Demócrata Independiente: 17S/0N (100.0% S)",1.0,10,1.5368185043335,-1.5368185043335,0.536818563938141,-1.0,46,
88812,14309-04,2026-05-11,0.482014,0.896774,-1.53351294994354,-0.533512949943542,0.981183886528015,0.985074626865672,bill:14309-04,Unánime,Boletín N°14309-04,,Establece un sistema de subvenciones para la modalidad educativa de reingreso,,,,Educación,Economía y hacienda,0.97,internal_not_external_validated,67,72,0,16,0,139,0.482014,no_alineado: 10S/7N (58.8% S) | oficialismo: 0S/65N (0.0% S) | oposicion: 57S/0N (100.0% S),1.0,3,Frente Amplio: 12S/0N (100.0% S) | Independientes: 13S/10N (56.5% S) | Partido Comunista: 8S/0N (100.0% S) | Partido Demócrata Cristiano: 7S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 0S/6N (0.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 0S/28N (0.0% S) | Partido Social Cristiano: 0S/3N (0.0% S) | Partido Socialista: 8S/0N (100.0% S) | Partido de la Gente: 10S/1N (90.9% S) | Renovación Nacional: 0S/10N (0.0% S) | Unión Demócrata Independiente: 0S/12N (0.0% S),1.0,13,"Comité Comunista e Independientes: 12S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 9S/0N (100.0% S) | Comité Partido Nacional Libertarios: 0S/6N (0.0% S) | Comité Partido Republicano: 0S/31N (0.0% S) | Comité Partido de la Gente: 10S/0N (100.0% S) | Frente Amplio: 14S/0N (100.0% S) | Partido Por la Democracia e Independientes: 9S/0N (100.0% S) | Por definir: 0S/3N (0.0% S) | Renovación Nacional, Evopoli e Independientes: 0S/14N (0.0% S) | Socialista, Liberal, Radical e Independientes: 13S/0N (100.0% S) | Unión Demócrata Independiente: 0S/17N (0.0% S)",1.0,11,1.53351294994354,1.53351294994354,0.533512949943542,-1.0,47,30
89302,16743-04,2026-07-07,0.240876,0.883871,1.52967047691345,0.529670417308807,0.965016543865204,0.96969696969697,bill:16743-04,Aprobado,Boletín N°16743-04,,"Modifica diversos cuerpos legales, con el objeto de facilitar la creación de nuevos establecimientos educacionales",,,,Educación,Economía y hacienda,0.97,internal_not_external_validated,104,33,5,12,1,137,0.240876,no_alineado: 20S/0N (100.0% S) | oficialismo: 64S/0N (100.0% S) | oposicion: 20S/33N (37.7% S),0.622642,3,Evolución Política: 2S/0N (100.0% S) | Frente Amplio: 0S/11N (0.0% S) | Independientes: 18S/4N (81.8% S) | Partido Comunista: 0S/8N (0.0% S) | Partido Cristiano de Chile: 2S/0N (100.0% S) | Partido Demócrata Cristiano: 5S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 8S/0N (100.0% S) | Partido Por la Democracia: 3S/1N (75.0% S) | Partido Republicano: 27S/0N (100.0% S) | Partido Socialista: 0S/8N (0.0% S) | Partido de la Gente: 12S/0N (100.0% S) | Renovación Nacional: 11S/0N (100.0% S) | Unión Demócrata Independiente: 12S/0N (100.0% S),1.0,14,"Comité Comunista e Independientes: 0S/11N (0.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 7S/0N (100.0% S) | Comité Partido Nacional Libertarios: 8S/0N (100.0% S) | Comité Partido Republicano: 30S/0N (100.0% S) | Comité Partido de la Gente: 11S/0N (100.0% S) | Frente Amplio: 0S/12N (0.0% S) | Partido Por la Democracia e Independientes: 9S/1N (90.0% S) | Por definir: 2S/0N (100.0% S) | Renovación Nacional, Evopoli e Independientes: 15S/0N (100.0% S) | Socialista, Liberal, Radical e Independientes: 4S/9N (30.8% S) | Unión Demócrata Independiente: 17S/0N (100.0% S)",1.0,11,1.52967047691345,-1.52967047691345,-0.529670417308807,-1.0,48,
89694,16300-07,2026-08-11,0.471831,0.916129,-1.52934622764587,-0.529346287250519,0.981999397277832,0.985074626865672,bill:16300-07,Unánime,Boletín N°16300-07,,"Modifica el Código Penal para extender la legítima defensa privilegiada al funcionario militar o policial que actúe en defensa de su persona o derechos, o de los de un tercero, encontrándose en calidad de franco",,,,Seguridad,Constitución y justicia,0.94,internal_not_external_validated,67,75,0,13,0,142,0.471831,no_alineado: 10S/8N (55.6% S) | oficialismo: 0S/67N (0.0% S) | oposicion: 57S/0N (100.0% S),1.0,3,Evolución Política: 0S/2N (0.0% S) | Frente Amplio: 11S/0N (100.0% S) | Independientes: 13S/9N (59.1% S) | Partido Comunista: 8S/0N (100.0% S) | Partido Cristiano de Chile: 0S/2N (0.0% S) | Partido Demócrata Cristiano: 7S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 0S/7N (0.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 0S/28N (0.0% S) | Partido Socialista: 9S/0N (100.0% S) | Partido de la Gente: 10S/1N (90.9% S) | Renovación Nacional: 0S/11N (0.0% S) | Unión Demócrata Independiente: 0S/13N (0.0% S),1.0,14,"Comité Comunista e Independientes: 12S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 10S/0N (100.0% S) | Comité Partido Nacional Libertarios: 0S/7N (0.0% S) | Comité Partido Republicano: 0S/31N (0.0% S) | Comité Partido de la Gente: 10S/0N (100.0% S) | Frente Amplio: 12S/0N (100.0% S) | Partido Por la Democracia e Independientes: 9S/0N (100.0% S) | Por definir: 0S/3N (0.0% S) | Renovación Nacional, Evopoli e Independientes: 0S/16N (0.0% S) | Socialista, Liberal, Radical e Independientes: 14S/0N (100.0% S) | Unión Demócrata Independiente: 0S/17N (0.0% S)",1.0,11,1.52934622764587,1.52934622764587,0.529346287250519,-1.0,49,
89304,16743-04,2026-07-07,0.255319,0.909677,1.52867412567139,0.528674185276031,0.961751759052277,0.972222222222222,bill:16743-04,Aprobado,Boletín N°16743-04,,"Modifica diversos cuerpos legales, con el objeto de facilitar la creación de nuevos establecimientos educacionales",,,,Educación,Economía y hacienda,0.97,internal_not_external_validated,105,36,2,11,1,141,0.255319,no_alineado: 20S/0N (100.0% S) | oficialismo: 65S/0N (100.0% S) | oposicion: 20S/36N (35.7% S),0.642857,3,Evolución Política: 2S/0N (100.0% S) | Frente Amplio: 0S/12N (0.0% S) | Independientes: 18S/5N (78.3% S) | Partido Comunista: 0S/8N (0.0% S) | Partido Cristiano de Chile: 2S/0N (100.0% S) | Partido Demócrata Cristiano: 5S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 8S/0N (100.0% S) | Partido Por la Democracia: 3S/1N (75.0% S) | Partido Republicano: 27S/0N (100.0% S) | Partido Socialista: 0S/9N (0.0% S) | Partido de la Gente: 12S/0N (100.0% S) | Renovación Nacional: 11S/0N (100.0% S) | Unión Demócrata Independiente: 12S/0N (100.0% S),1.0,14,"Comité Comunista e Independientes: 0S/11N (0.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 7S/0N (100.0% S) | Comité Partido Nacional Libertarios: 8S/0N (100.0% S) | Comité Partido Republicano: 30S/0N (100.0% S) | Comité Partido de la Gente: 11S/0N (100.0% S) | Frente Amplio: 0S/14N (0.0% S) | Partido Por la Democracia e Independientes: 9S/1N (90.0% S) | Por definir: 2S/0N (100.0% S) | Renovación Nacional, Evopoli e Independientes: 16S/0N (100.0% S) | Socialista, Liberal, Radical e Independientes: 4S/10N (28.6% S) | Unión Demócrata Independiente: 17S/0N (100.0% S)",1.0,11,1.52867412567139,-1.52867412567139,-0.528674185276031,-1.0,50,
89488,18216-05,2026-07-21,0.475862,0.935484,1.52648091316223,-0.526480853557587,0.982683181762695,0.985507246376812,bill:18216-05,Unánime,Boletín N°18216-05,,Para la reconstrucción nacional y el desarrollo económico y social,,Cámara de Diputados,,,,,internal_not_external_validated,76,69,0,10,0,145,0.475862,no_alineado: 9S/11N (45.0% S) | oficialismo: 67S/0N (100.0% S) | oposicion: 0S/58N (0.0% S),1.0,3,Evolución Política: 2S/0N (100.0% S) | Frente Amplio: 0S/13N (0.0% S) | Independientes: 9S/13N (40.9% S) | Partido Comunista: 0S/8N (0.0% S) | Partido Cristiano de Chile: 2S/0N (100.0% S) | Partido Demócrata Cristiano: 0S/7N (0.0% S) | Partido Liberal de Chile: 0S/2N (0.0% S) | Partido Nacional Libertario: 8S/0N (100.0% S) | Partido Por la Democracia: 0S/4N (0.0% S) | Partido Republicano: 28S/0N (100.0% S) | Partido Socialista: 0S/10N (0.0% S) | Partido de la Gente: 1S/11N (8.3% S) | Renovación Nacional: 11S/0N (100.0% S) | Unión Demócrata Independiente: 13S/0N (100.0% S),1.0,14,"Comité Comunista e Independientes: 0S/10N (0.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 0S/10N (0.0% S) | Comité Partido Nacional Libertarios: 8S/0N (100.0% S) | Comité Partido Republicano: 31S/0N (100.0% S) | Comité Partido de la Gente: 0S/11N (0.0% S) | Frente Amplio: 0S/15N (0.0% S) | Partido Por la Democracia e Independientes: 0S/9N (0.0% S) | Por definir: 3S/0N (100.0% S) | Renovación Nacional, Evopoli e Independientes: 16S/0N (100.0% S) | Socialista, Liberal, Radical e Independientes: 0S/14N (0.0% S) | Unión Demócrata Independiente: 17S/0N (100.0% S)",1.0,11,1.52648091316223,-1.52648091316223,0.526480853557587,-1.0,51,
88900,18216-05,2026-05-20,0.5,0.993548,1.52578508853912,-0.525785088539124,0.983678162097931,0.987012987012987,bill:18216-05,Unánime,Boletín N°18216-05,,Para la reconstrucción nacional y el desarrollo económico y social,,Cámara de Diputados,,,,,internal_not_external_validated,77,77,0,1,0,154,0.5,no_alineado: 9S/13N (40.9% S) | oficialismo: 68S/0N (100.0% S) | oposicion: 0S/64N (0.0% S),1.0,3,Evolución Política: 2S/0N (100.0% S) | Frente Amplio: 0S/15N (0.0% S) | Independientes: 10S/15N (40.0% S) | Partido Comunista: 0S/8N (0.0% S) | Partido Demócrata Cristiano: 0S/7N (0.0% S) | Partido Liberal de Chile: 0S/2N (0.0% S) | Partido Nacional Libertario: 8S/0N (100.0% S) | Partido Por la Democracia: 0S/4N (0.0% S) | Partido Republicano: 28S/0N (100.0% S) | Partido Social Cristiano: 3S/0N (100.0% S) | Partido Socialista: 0S/10N (0.0% S) | Partido de la Gente: 1S/13N (7.1% S) | Renovación Nacional: 11S/0N (100.0% S) | Unión Demócrata Independiente: 13S/0N (100.0% S),1.0,14,"Comité Comunista e Independientes: 0S/12N (0.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 0S/10N (0.0% S) | Comité Partido Nacional Libertarios: 8S/0N (100.0% S) | Comité Partido Republicano: 31S/0N (100.0% S) | Comité Partido de la Gente: 0S/13N (0.0% S) | Frente Amplio: 0S/17N (0.0% S) | Partido Por la Democracia e Independientes: 0S/10N (0.0% S) | Por definir: 3S/0N (100.0% S) | Renovación Nacional, Evopoli e Independientes: 16S/0N (100.0% S) | Socialista, Liberal, Radical e Independientes: 0S/15N (0.0% S) | Unión Demócrata Independiente: 18S/0N (100.0% S)",1.0,11,1.52578508853912,-1.52578508853912,0.525785088539124,-1.0,52,
89180,18296-05,2026-06-17,0.493151,0.941935,-1.51161909103394,-0.51161915063858,0.985368371009827,0.986111111111111,bill:18296-05,Unánime,Boletín N°18296-05,,Autoriza mayor endeudamiento del gobierno central durante el año 2026,,Cámara de Diputados,,,,,internal_not_external_validated,72,74,1,8,0,146,0.493151,no_alineado: 12S/9N (57.1% S) | oficialismo: 0S/65N (0.0% S) | oposicion: 60S/0N (100.0% S),1.0,3,Evolución Política: 0S/2N (0.0% S) | Frente Amplio: 13S/0N (100.0% S) | Independientes: 14S/10N (58.3% S) | Partido Comunista: 7S/0N (100.0% S) | Partido Cristiano de Chile: 0S/2N (0.0% S) | Partido Demócrata Cristiano: 7S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 0S/8N (0.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 0S/27N (0.0% S) | Partido Socialista: 10S/0N (100.0% S) | Partido de la Gente: 12S/1N (92.3% S) | Renovación Nacional: 0S/10N (0.0% S) | Unión Demócrata Independiente: 0S/13N (0.0% S),1.0,14,"Comité Comunista e Independientes: 10S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 10S/0N (100.0% S) | Comité Partido Nacional Libertarios: 0S/8N (0.0% S) | Comité Partido Republicano: 0S/30N (0.0% S) | Comité Partido de la Gente: 12S/0N (100.0% S) | Frente Amplio: 15S/0N (100.0% S) | Partido Por la Democracia e Independientes: 10S/0N (100.0% S) | Por definir: 0S/3N (0.0% S) | Renovación Nacional, Evopoli e Independientes: 0S/14N (0.0% S) | Socialista, Liberal, Radical e Independientes: 15S/0N (100.0% S) | Unión Demócrata Independiente: 0S/18N (0.0% S)",1.0,11,1.51161909103394,1.51161909103394,0.51161915063858,-1.0,53,
89179,18296-05,2026-06-17,0.5,0.941935,-1.50862073898315,-0.508620798587799,0.974633038043976,0.972602739726027,bill:18296-05,Unánime,Boletín N°18296-05,,Autoriza mayor endeudamiento del gobierno central durante el año 2026,,Cámara de Diputados,,,,,internal_not_external_validated,73,73,1,8,0,146,0.5,no_alineado: 12S/9N (57.1% S) | oficialismo: 1S/64N (1.5% S) | oposicion: 60S/0N (100.0% S),0.984615,3,Evolución Política: 0S/2N (0.0% S) | Frente Amplio: 13S/0N (100.0% S) | Independientes: 15S/8N (65.2% S) | Partido Comunista: 7S/0N (100.0% S) | Partido Cristiano de Chile: 0S/2N (0.0% S) | Partido Demócrata Cristiano: 7S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 0S/8N (0.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 0S/27N (0.0% S) | Partido Socialista: 10S/0N (100.0% S) | Partido de la Gente: 12S/1N (92.3% S) | Renovación Nacional: 0S/10N (0.0% S) | Unión Demócrata Independiente: 0S/13N (0.0% S),1.0,14,"Comité Comunista e Independientes: 10S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 10S/0N (100.0% S) | Comité Partido Nacional Libertarios: 0S/8N (0.0% S) | Comité Partido Republicano: 0S/30N (0.0% S) | Comité Partido de la Gente: 12S/0N (100.0% S) | Frente Amplio: 15S/0N (100.0% S) | Partido Por la Democracia e Independientes: 10S/0N (100.0% S) | Por definir: 0S/3N (0.0% S) | Renovación Nacional, Evopoli e Independientes: 0S/15N (0.0% S) | Socialista, Liberal, Radical e Independientes: 15S/0N (100.0% S) | Unión Demócrata Independiente: 1S/16N (5.9% S)",1.0,11,1.50862073898315,1.50862073898315,0.508620798587799,-1.0,54,
89305,16743-04,2026-07-07,0.482517,0.922581,-1.49286115169525,-0.492861181497574,0.981712996959686,0.985507246376812,bill:16743-04,Unánime,Boletín N°16743-04,,"Modifica diversos cuerpos legales, con el objeto de facilitar la creación de nuevos establecimientos educacionales",,,,Educación,Economía y hacienda,0.97,internal_not_external_validated,69,74,0,11,1,143,0.482517,no_alineado: 11S/9N (55.0% S) | oficialismo: 0S/65N (0.0% S) | oposicion: 58S/0N (100.0% S),1.0,3,Evolución Política: 0S/2N (0.0% S) | Frente Amplio: 12S/0N (100.0% S) | Independientes: 14S/10N (58.3% S) | Partido Comunista: 8S/0N (100.0% S) | Partido Cristiano de Chile: 0S/2N (0.0% S) | Partido Demócrata Cristiano: 6S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 0S/8N (0.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 0S/27N (0.0% S) | Partido Socialista: 9S/0N (100.0% S) | Partido de la Gente: 11S/1N (91.7% S) | Renovación Nacional: 0S/11N (0.0% S) | Unión Demócrata Independiente: 0S/12N (0.0% S),1.0,14,"Comité Comunista e Independientes: 11S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 9S/0N (100.0% S) | Comité Partido Nacional Libertarios: 0S/8N (0.0% S) | Comité Partido Republicano: 0S/30N (0.0% S) | Comité Partido de la Gente: 10S/1N (90.9% S) | Frente Amplio: 14S/0N (100.0% S) | Partido Por la Democracia e Independientes: 10S/0N (100.0% S) | Por definir: 0S/2N (0.0% S) | Renovación Nacional, Evopoli e Independientes: 0S/16N (0.0% S) | Socialista, Liberal, Radical e Independientes: 14S/0N (100.0% S) | Unión Demócrata Independiente: 0S/17N (0.0% S)",1.0,11,1.49286115169525,1.49286115169525,0.492861181497574,-1.0,55,
