"diputado_id","diputado_nombre","modal_party","modal_caucus","modal_alignment","specs_estimated","baseline_d1","baseline_d2","max_euclidean_shift","mean_euclidean_shift"
"1228","Paulina Muñoz Minte","Partido Nacional Libertario","Comité Partido Nacional Libertarios","no_alineado",3,-0.946697294712067,-0.322124511003494,0.424486344408059,0.147907469615664
"1146","José Carlos Meza Pereira","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.96975976228714,0.218484118580818,0.420467657574228,0.148423560914558
"1245","Alejandro Riquelme Ducci","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.98773992061615,0.156107932329178,0.413848409036677,0.142404863846803
"1225","Cristian Menchaca Pinochet","Independientes","Comité Partido Republicano","oficialismo",3,-0.987863659858704,0.155323848128319,0.413713919554912,0.142349170746665
"1251","Macarena Santelices Cañas","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.985707521438599,0.168458864092827,0.408098811066598,0.143266073793135
"1017","Álvaro Carter Fernández","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.981794893741608,0.189905539155006,0.406712230831459,0.142175566118273
"1191","Valentina Becerra Peña","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987673044204712,0.156531184911728,0.398342829584262,0.137203281216287
"1218","José Antonio Kast Adriasola","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987482666969299,0.157727658748627,0.396913281798103,0.136734902628596
"1170","Luis Sánchez Ossa","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.985438585281372,0.170031979680061,0.394781637215733,0.137183559594708
"1247","Javiera Rodríguez Pascual","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987426042556763,0.158081755042076,0.394279435250985,0.135855048332472
"1165","Agustín Romero Leiva","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987456500530243,0.157891467213631,0.39417254338331,0.135822770020271
"1253","Fernando Ugarte Tejeda","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987426042556763,0.158081755042076,0.394008213799909,0.135764641182113
"1220","Leandro Kunstmann Collado","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987466096878052,0.157831341028214,0.393994014062829,0.135753420575713
"1190","Enrique Bassaletti Riess","Independientes","Comité Partido Republicano","oficialismo",3,-0.987426102161407,0.158081620931625,0.393789008176222,0.135691582355799
"1150","Benjamín Moreno Bascur","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987426042556763,0.158081755042076,0.393722044637806,0.135669251461412
"1194","Daniel Bustos Leal","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987426042556763,0.158081755042076,0.393709586530129,0.135665098758853
"1254","Ignacio Urcullú Clèment-Lund","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987426042556763,0.158081755042076,0.393709586530129,0.135665098758853
"1221","Benjamín Lorca Inzunza","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987463235855103,0.157849207520485,0.393500690786863,0.135592415952845
"1249","Omar Sabat Guzmán","Independientes","Unión Demócrata Independiente","oficialismo",3,-0.859077751636505,-0.215203210711479,0.393217428332208,0.146489563068736
"1216","Stephanie Jéldrez Ortiz","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987535059452057,0.157398954033852,0.393155921835096,0.135479916981762
"1100","Cristián Araya Lerdo de Tejada","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987650632858276,0.156672537326813,0.39263918306446,0.135309029342839
"1262","Diego Vergara Rodríguez","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987609386444092,0.156932473182678,0.392621220943585,0.135306201539625
"1198","Paz Charpentier Rajcevich","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987609386444092,0.156932473182678,0.392621220943585,0.135306202635785
"1263","Sebastián Zamora Soto","Independientes","Comité Partido Republicano","oficialismo",3,-0.985452353954315,0.169952154159546,0.38976126975023,0.135327610038224
"1133","Juan Irarrázaval Rossel","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987206339836121,0.159447893500328,0.389733312078312,0.134342987775468
"1232","Cristian Neira Martínez","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987164914608002,0.15970379114151,0.389470865348576,0.134251163992557
"1203","Sebastián Cristoffanini Jaraquemada","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987167239189148,0.159689605236053,0.389462302348678,0.134247477719558
"1187","Carlo Arqueros Pizarro","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.987167239189148,0.159689664840698,0.389457156597833,0.134245766915532
"1074","Marisela Santibáñez Novoa","Independientes","Comité Comunista e Independientes","oposicion",3,0.814282953739166,0.561802089214325,0.383464194026171,0.137397128841658
"1082","Cristóbal Urruticoechea Ríos","Partido Nacional Libertario","Comité Partido Nacional Libertarios","no_alineado",3,-0.942367136478424,-0.334580391645432,0.380526461743997,0.132690288591886
"1104","Chiara Barchiesi Chávez","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.988360941410065,0.152127578854561,0.378598004179628,0.131394143682729
"1217","Pier Karlezi Hazleby","Partido Nacional Libertario","Comité Partido Nacional Libertarios","no_alineado",3,-0.939610660076141,-0.342245250940323,0.345818134242523,0.12643922934071
"1215","Álvaro Jofré Cáceres","Partido Nacional Libertario","Comité Partido Nacional Libertarios","no_alineado",3,-0.944661855697632,-0.328045606613159,0.333902895386117,0.116956789401248
"1244","Claudia Reyes Larenas","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.945560157299042,0.120891623198986,0.3335903375032,0.119407644824494
"1229","Javier Muñoz Riquelme","Partido Demócrata Cristiano","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion",3,0.233537435531616,-0.82736748456955,0.313901777537436,0.126200633835617
"1201","Flor Contreras Vivallo","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,-0.0658857822418213,0.56460702419281,0.304394095183319,0.108722819414544
"1223","Hans Marowski Cuevas","Partido Nacional Libertario","Comité Partido Nacional Libertarios","no_alineado",3,-0.947955667972565,-0.318402230739594,0.289439026239132,0.107865034461939
"1224","Cristian Mella Andaur","Partido Demócrata Cristiano","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion",3,0.247471153736115,-0.773371636867523,0.288090707796262,0.122763516872384
"1181","Nelson Venegas Salazar","Partido Socialista","Socialista, Liberal, Radical e Independientes","oposicion",3,0.630893766880035,-0.0678210556507111,0.285921507037851,0.159088476633114
"1116","Felipe Camaño Cárdenas","Independientes","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion",3,0.215516358613968,-0.733121335506439,0.271320279081566,0.124694877623847
"1065","Guillermo Ramírez Diez","Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo",3,-0.868340373039246,-0.123934552073479,0.251773042245088,0.0977791800943371
"803","René Alinco Bustos","Independientes","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion",3,0.242598906159401,-0.642006874084473,0.250581370732703,0.117589398791644
"1261","Daniel Valenzuela Salazar","Independientes","Renovación Nacional, Evopoli e Independientes","oficialismo",3,-0.868500649929047,-0.144271299242973,0.240447367706292,0.0874134279723578
"1238","Álvaro Ortiz Vera","Partido Demócrata Cristiano","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion",3,0.274797528982162,-0.889205038547516,0.234510838274184,0.0911581493381351
"1208","Jorge Díaz Ibarra","Partido Demócrata Cristiano","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion",3,0.236066997051239,-0.809753179550171,0.230102710383959,0.112675323409661
"1196","Priscilla Castillo Gerli","Partido Demócrata Cristiano","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion",3,0.201898723840714,-0.790627419948578,0.226078404639664,0.103123435497674
"1233","Ricardo Neumann Bertín","Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo",3,-0.87036007642746,-0.18184632062912,0.218915936623504,0.0915984003528292
"1056","Emilia Nuyado Ancapichun","Partido Socialista","Socialista, Liberal, Radical e Independientes","oposicion",3,0.657104313373566,0.0334914550185204,0.216809360249245,0.0878527001273176
"1239","Fabián Ossandón Briceño","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,0.168742552399635,0.633178472518921,0.213374382873174,0.0783789499121233
"1159","Lorena Pizarro Sierra","Partido Comunista","Comité Comunista e Independientes","oposicion",3,0.912493646144867,0.409091085195541,0.207263833963279,0.102660282405131
"1213","Irací Hassler Jacob","Partido Comunista","Comité Comunista e Independientes","oposicion",3,0.913989365100861,0.405737996101379,0.198768364476464,0.0960053811491691
"1188","Marcos Barraza Gómez","Partido Comunista","Comité Comunista e Independientes","oposicion",3,0.91398948431015,0.4057377576828,0.198768266392363,0.0960052616956212
"1250","Bernardo Salinas Maya","Independientes","Comité Comunista e Independientes","oposicion",3,0.900428473949432,0.435004115104675,0.197349881637249,0.102249162901112
"1128","Ana María Gazmuri Vieira","Partido Acción Humanista","Comité Comunista e Independientes","oposicion",3,0.902743875980377,0.4066241979599,0.193309650574622,0.110385189399259
"1248","Felipe Ross Correa","Partido Republicano","Comité Partido Republicano","oficialismo",3,-0.995366215705872,0.0961563512682915,0.190126070010083,0.0697349408759481
"1210","Gustavo Gatica Villarroel","Independientes","Comité Comunista e Independientes","oposicion",3,0.927265167236328,0.374405115842819,0.188658668782892,0.0814427942486844
"1148","Javiera Morales Alvarado","Frente Amplio","Frente Amplio","oposicion",3,0.638236224651337,0.136533945798874,0.184358847317947,0.0670257783401217
"1117","Nathalie Castillo Rojas","Partido Comunista","Comité Comunista e Independientes","oposicion",3,0.905264675617218,0.424847960472107,0.183612610685777,0.0906263986642063
"1211","Sofía González Cortés","Partido Comunista","Comité Comunista e Independientes","oposicion",3,0.952163636684418,0.305588692426682,0.183225370992455,0.0707270750478804
"1122","Luis Alberto Cuello Peña y Lillo","Partido Comunista","Comité Comunista e Independientes","oposicion",3,0.951443135738373,0.30782476067543,0.183200015442177,0.0764572827367776
"1012","Boris Barrera Moreno","Partido Comunista","Comité Comunista e Independientes","oposicion",3,0.94821172952652,0.317638963460922,0.182607203868452,0.0705036276112986
"1173","Daniela Serrano Salazar","Partido Comunista","Comité Comunista e Independientes","oposicion",3,0.948211789131165,0.317638695240021,0.182607171353597,0.07050365972576
"1230","Alex Nahuelquin Nahuelquin","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,-0.078375019133091,0.772102892398834,0.182589580036988,0.0676321388849556
"1259","Juan Marcelo Valenzuela Henríquez","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,-0.216185182332993,0.794376373291016,0.176336831697788,0.0645394632732123
"1131","Mauro González Villarroel","Renovación Nacional","Renovación Nacional, Evopoli e Independientes","oficialismo",3,-0.742539465427399,0.0402690321207047,0.173887119894306,0.0770521909686736
"1235","Javier Olivares Avendaño","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,-0.418125331401825,0.611363172531128,0.168678514289788,0.0572468250303824
"1243","Tamara Ramírez Ramírez","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,0.154203772544861,0.742409229278564,0.16517357652217,0.0639400443770488
"1028","Eduardo Durán Salinas","Renovación Nacional","Renovación Nacional, Evopoli e Independientes","oficialismo",3,-0.729209840297699,0.0414980873465538,0.164706193276948,0.0736171438407822
"1119","Sara Concha Smith","Partido Social Cristiano","Por definir","oficialismo",3,-0.724715232849121,-0.118216544389725,0.153024959166146,0.0610920264753414
"1077","Raúl Soto Mardones","Partido Por la Democracia","Partido Por la Democracia e Independientes","oposicion",3,0.403608471155167,-0.0853957086801529,0.145534144600602,0.0532430220103523
"1199","Jaime Coloma Álamos","Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo",3,-0.857171833515167,-0.109743140637875,0.137238054555144,0.0749666016999343
"1234","Mario Olavarría Rodríguez","Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo",3,-0.876738131046295,-0.0186480656266212,0.135199867346188,0.0668718174673353
"1039","Pamela Jiles Moreno","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,0.210526883602142,0.977588057518005,0.133788586563066,0.049883021651882
"1038","Marcos Ilabaca Cerda","Partido Socialista","Socialista, Liberal, Radical e Independientes","oposicion",3,0.578047096729279,0.119879595935345,0.132817172189634,0.0664752792194064
"1044","Raúl Leiva Carvajal","Partido Socialista","Socialista, Liberal, Radical e Independientes","oposicion",3,0.519877552986145,0.0593373998999596,0.131900015458285,0.0584224201733292
"1195","Carlos Carvajal Gallardo","Independientes","Partido Por la Democracia e Independientes","oposicion",3,0.340937107801437,-0.0825787633657455,0.128958480613388,0.0488627391520892
"1009","Jorge Alessandri Vergara","Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo",3,-0.880603194236755,0.0699620991945267,0.125627736467995,0.0552906253284452
"1099","Jaime Araya Guerrero","Independientes","Partido Por la Democracia e Independientes","oposicion",3,0.435773193836212,-0.129405915737152,0.122098624245945,0.0471691965067527
"1205","Carlos Cuadrado Prats","Partido Por la Democracia","Partido Por la Democracia e Independientes","oposicion",3,0.478488713502884,-0.126146048307419,0.121974111825713,0.0501349855714918
"1184","Roberto Celedón Fernández","Independientes","Frente Amplio","oposicion",3,0.715396106243134,0.126486584544182,0.118633922860013,0.0590564727715281
"1231","Ximena Naranjo Pinto","Independientes","Unión Demócrata Independiente","oficialismo",3,-0.763655602931976,-0.106847628951073,0.118549035920766,0.0504615539593916
"1061","Andrea Parra Sauterel","Partido Por la Democracia","Partido Por la Democracia e Independientes","oposicion",3,0.398261159658432,-0.189071416854858,0.112970739548702,0.0418922804122209
"1175","Cristián Tapia Ramos","Independientes","Partido Por la Democracia e Independientes","oposicion",3,0.328374922275543,-0.142319470643997,0.112457025270589,0.0426061702370553
"1204","Francisco Crisóstomo Llanos","Partido Socialista","Socialista, Liberal, Radical e Independientes","oposicion",3,0.589642107486725,0.0453935787081718,0.11132329403304,0.0559957178102485
"872","Jaime Mulet Martínez","Federación Regionalista Verde Social","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion",3,0.214790597558022,-0.955464482307434,0.111252848291657,0.0478304075821998
"1264","Fernando Zamorano Peralta","Partido Por la Democracia","Partido Por la Democracia e Independientes","oposicion",3,0.402698040008545,-0.247230976819992,0.110624096454964,0.0600572232900698
"1176","Hotuiti Teao Drago","Independientes","Unión Demócrata Independiente","oficialismo",3,-0.805324971675873,0.00971344113349915,0.110204420266948,0.0590538835259801
"1226","José Montalva Feuerhake","Independientes","Partido Por la Democracia e Independientes","oposicion",3,0.371581017971039,-0.2097999304533,0.106658258313176,0.0489840545541691
"1087","Gael Yeomans Araya","Frente Amplio","Frente Amplio","oposicion",3,0.739563047885895,0.013785389252007,0.10456305307426,0.0400979303538199
"1086","Gonzalo Winter Etcheberry","Frente Amplio","Frente Amplio","oposicion",3,0.726726412773132,0.0130059104412794,0.101061442042474,0.0471195472273013
"1260","César Valenzuela Maass","Partido Socialista","Socialista, Liberal, Radical e Independientes","oposicion",3,0.606497764587402,0.0287708416581154,0.0970798874397148,0.0567885041927076
"1141","Luis Malla Valenzuela","Partido Liberal de Chile","Socialista, Liberal, Radical e Independientes","oposicion",3,0.345449596643448,-0.264853000640869,0.0952428344838009,0.0510932637672223
"1206","Carolina Cucumides Calderón","Independientes","Socialista, Liberal, Radical e Independientes","oposicion",3,0.606793403625488,0.110387541353703,0.0928253918339346,0.0588653297490516
"1255","Eileen Urqueta Rojas","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,0.0851956084370613,0.962808430194855,0.0924630185057003,0.0393815352614107
"815","Sergio Bobadilla Muñoz","Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo",3,-0.867146909236908,-0.0211293026804924,0.0924000532737592,0.0459931353385621
"1110","Carlos Bianchi Chelech","Independientes","Partido Por la Democracia e Independientes","oposicion",3,0.336065381765366,-0.0703259408473969,0.0920789225560884,0.0370133890997356
"1258","Guillermo Valdés Carmona","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,-0.0172716807574034,0.999850809574127,0.0917741227806357,0.0362648673754848
"1178","Héctor Ulloa Aguilera","Independientes","Partido Por la Democracia e Independientes","oposicion",3,0.357114404439926,-0.0799247398972511,0.0916904946517107,0.0354249719990181
"1222","Andrea Macías Palma","Partido Socialista","Socialista, Liberal, Radical e Independientes","oposicion",3,0.741977214813232,0.19410540163517,0.0903799568690136,0.0349115920712811
"986","Marcela Hernando Pérez","Partido Radical de Chile","Socialista, Liberal, Radical e Independientes","oposicion",3,0.337684094905853,-0.182344928383827,0.0902821720412298,0.0391457026952352
"1246","José Antonio Rivas Villalobos","Partido Socialista","Socialista, Liberal, Radical e Independientes","oposicion",3,0.613014340400696,-0.0979489460587502,0.0857970892970406,0.051953414433355
"1142","Daniel Manouchehri Lobos","Partido Socialista","Socialista, Liberal, Radical e Independientes","oposicion",3,0.563271939754486,-0.0673338025808334,0.0857357640762841,0.0390990461933818
"1193","Patricio Briones Moller","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,-0.0707464590668678,0.896893203258514,0.0813058504415626,0.0325692483403619
"1240","Zandra Parisi Fernández","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,-0.103051014244556,0.96545946598053,0.0782099645543556,0.0303011228682116
"1013","Alejandro Bernales Maldonado","Partido Liberal de Chile","Socialista, Liberal, Radical e Independientes","oposicion",3,0.265578716993332,-0.344935089349747,0.0778761923370677,0.0496459248171605
"915","Germán Verdugo Soto","Partido Nacional Libertario","Comité Partido Nacional Libertarios","no_alineado",3,-0.888938307762146,-0.158647194504738,0.0757547893788628,0.047926560007398
"1192","Lilian Betancurt Delgado","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,-0.109822735190392,0.993951141834259,0.0756410921673814,0.0319823089394112
"1102","Roberto Arroyo Muñoz","Partido Social Cristiano","Por definir","oficialismo",3,-0.686586737632751,-0.0616929642856121,0.0738964958668635,0.0308841339704871
"1143","Cristóbal Martínez Ramírez","Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo",3,-0.810857474803925,-0.140679448843002,0.073764909921524,0.0470592233056603
"1180","Consuelo Veloso Ávila","Frente Amplio","Frente Amplio","oposicion",3,0.731102645397186,-0.0258744861930609,0.0732535526317237,0.0468881571825107
"1174","Marco Antonio Sulantay Olivares","Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo",3,-0.853472411632538,0.00291553279384971,0.0732328923052338,0.0397819416199063
"1241","Patricio Pinilla Valencia","Partido Demócrata Cristiano","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion",3,0.334988713264465,-0.798575639724731,0.0731096280376568,0.0339005878277755
"1182","Sebastián Videla Castillo","Independientes","Socialista, Liberal, Radical e Independientes","oposicion",3,0.289221972227097,-0.348862648010254,0.0725346493164485,0.0421449277877037
"1114","Félix Bugueño Sotelo","Frente Amplio","Frente Amplio","oposicion",3,0.677100598812103,-0.0793193802237511,0.0719287816270874,0.0355834520694615
"1177","Carolina Tello Rojas","Frente Amplio","Frente Amplio","oposicion",3,0.759190440177917,0.006430275272578,0.0660281208376314,0.0421479876750152
"1157","Marlene Pérez Cartes","Independientes","Unión Demócrata Independiente","oficialismo",3,-0.767032265663147,-0.114372260868549,0.0645151317358585,0.0379570498512888
"1105","Héctor Barría Angulo","Partido Demócrata Cristiano","Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes","oposicion",3,0.278631538152695,-0.856931746006012,0.0642759194766229,0.0325876797752837
"1166","Natalia Romero Talguia","Independientes","Unión Demócrata Independiente","oficialismo",3,-0.616777241230011,-0.430466026067734,0.0636086510814302,0.0278830884643743
"1200","Cristian Contreras Radovic","Partido de la Gente","Fuera del Comité Partido de la Gente","no_alineado",3,-0.471216946840286,-0.048804335296154,0.0632345622942752,0.0256508877518613
"1207","Valentina Cáceres Monsálvez","Independientes","Frente Amplio","oposicion",3,0.703552663326263,0.0495936200022697,0.0619773902033869,0.0358769995617481
"1257","Alejandra Valdebenito Torres","Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo",3,-0.785237491130829,-0.201068863272667,0.0610236609753681,0.0322525814443276
"1153","Coca Ericka Ñanco Vásquez","Frente Amplio","Frente Amplio","oposicion",3,0.752974689006805,-0.0481886751949787,0.0595702042737731,0.0288566679054799
"1219","Tomás Kast Sommerhoff","Evolución Política","Renovación Nacional, Evopoli e Independientes","oficialismo",3,-0.781663477420807,0.00458622490987182,0.0578804390545482,0.0249384952544218
"1183","Flor Weisse Novoa","Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo",3,-0.801013112068176,-0.0888242721557617,0.0576737770353157,0.0362057256108902
"843","René Manuel García García","Renovación Nacional","Renovación Nacional, Evopoli e Independientes","oficialismo",3,-0.81772392988205,-0.126240506768227,0.0573420563322282,0.0207601023120235
"1189","Jaime Bassa Mercado","Frente Amplio","Frente Amplio","oposicion",3,0.791270911693573,0.0945387557148933,0.0571449954660926,0.0284303108032577
"1015","Jorge Brito Hasbún","Frente Amplio","Frente Amplio","oposicion",3,0.764837205410004,-0.00829486642032862,0.0566864075003434,0.0338459436547242
"1209","Matías Fernández Hartwig","Frente Amplio","Frente Amplio","oposicion",3,0.752231001853943,0.0886949375271797,0.050442320543628,0.0315351656438908
"1073","Juan Santana Castillo","Partido Socialista","Socialista, Liberal, Radical e Independientes","oposicion",3,0.762712180614471,0.103357456624508,0.0493821783632702,0.0235448758217687
"1237","Francisco Orrego Gutiérrez","Renovación Nacional","Renovación Nacional, Evopoli e Independientes","oficialismo",3,-0.838023543357849,-0.0151164121925831,0.0493407435270179,0.0253095138873264
"1186","Ignacio Achurra Díaz","Frente Amplio","Frente Amplio","oposicion",3,0.746186971664429,0.0540733672678471,0.0472210012288561,0.0307152836939202
"1062","Joanna Pérez Olea","Partido Demócratas Chile","Renovación Nacional, Evopoli e Independientes","oficialismo",3,-0.695723831653595,0.111542880535126,0.0466158355498174,0.0310456144625142
"1054","Francesca Muñoz González","Partido Social Cristiano","Por definir","oficialismo",3,-0.72823029756546,-0.0520207658410072,0.0456983033936856,0.0227924464412624
"1252","Constanza Schonhaut Soto","Frente Amplio","Frente Amplio","oposicion",3,0.764615952968597,0.0897234305739403,0.0391286022817537,0.0206492025748627
"1127","Lorena Fries Monleón","Frente Amplio","Frente Amplio","oposicion",3,0.758665859699249,0.0947071388363838,0.0366425254147627,0.0239761949159825
"1171","Emilia Schneider Videla","Frente Amplio","Frente Amplio","oposicion",3,0.766381621360779,0.0747629925608635,0.0347193589590701,0.0198518511107454
"1256","Tatiana Urrutia Herrera","Frente Amplio","Frente Amplio","oposicion",3,0.761902987957001,0.0962861999869347,0.0326067164500082,0.0206708365031277
"1108","Juan Carlos Beltrán Silva","Renovación Nacional","Renovación Nacional, Evopoli e Independientes","oficialismo",3,-0.75373238325119,-0.226712360978127,0.0306831292937443,0.0182492548638953
"1236","Paula Olmos Contreras","Partido de la Gente","Comité Partido de la Gente","no_alineado",3,0.0210932847112417,0.910056531429291,0.0301777609850415,0.0141003282210803
"1197","Carlos Chandía Alarcón","Renovación Nacional","Renovación Nacional, Evopoli e Independientes","oficialismo",3,-0.724284052848816,-0.263980805873871,0.0162040424857659,0.00959742455277431
"1107","María Francisca Bello Campos","Frente Amplio","Frente Amplio","oposicion",0,NA,NA,NA,NA
